GeneID	RNASeq_rdr6ddm1	RNASeq_RDR6ddm1	Riboseq_rdr6ddm1	Riboseq_RDR6ddm1	Type
AT2G22230	19.189518	24.768921	30.9608	37.7186	Gene
AT2G22240	86.77774	45.728695	124.633	58.8226	Gene
AT2G22241	0	0	0	0	Gene
AT2G22250	8.471063	9.501458	15.5578	22.1695	Gene
AT2G22260	2.119208	2.715655	0.783518	0.620376	Gene
AT2G22270	3.065952	2.795142	3.45485	3.98522	Gene
AT2G22280	0	0	451.446	1199.76	Gene
AT2G22290	0	0	0	0	Gene
AT2G22300	11.256627	10.133843	3.96988	3.49788	Gene
AT2G22310	5.219253	4.986093	2.36799	1.81244	Gene
AT2G22320	0	0	0	0	Gene
AT2G22330	51.798298	34.436348	60.2593	9.06173	Gene
AT2G22335	0	0	0	0	Gene
AT2G22340	0	0	0	0	Gene
AT2G22345	0	0	0	0	Gene
AT2G22350	0	0	0.433887	0	Transposon
AT2G22360	40.510193	38.227528	11.6821	9.63924	Gene
AT2G22370	5.799468	5.216447	5.99603	6.05183	Gene
AT2G22380	0	0	0	0	Gene
AT2G22390	1.60337	1.09739	0.0249576	0.238779	Gene
AT2G22400	5.078469	7.367915	8.0187	7.5929	Gene
AT2G22410	0.249706	0.338897	0.266204	0.339583	Gene
AT2G22420	5.217371	4.104627	7.8294	5.07843	Gene
AT2G22425	42.292187	42.364079	88.5549	68.4686	Gene
AT2G22426	0	0	0	0	Gene
AT2G22430	175.574219	100.158531	28.7031	9.45421	Gene
AT2G22440	0	0	0.268778	0	Gene
AT2G22450	0.899038	0.781514	1.14561	0.720258	Gene
AT2G22460	0	0	0	0.118437	Gene
AT2G22470	6.199837	6.716849	4.3441	1.52055	Gene
AT2G22475	7.412416	5.304091	4.89779	5.42822	Gene
AT2G22480	12.015109	9.895385	10.799	5.84604	Gene
AT2G22482	3.94888	5.325498	1.95634	1.66374	Gene
AT2G22490	9.596549	9.345036	2.3887	1.62078	Gene
AT2G22496	0.350831	0.327659	0	0	Gene
AT2G22500	59.790287	47.370232	36.1128	17.6342	Gene
AT2G22510	0	0	0	0	Gene
AT2G22520	0	0	0	0	Gene
AT2G22530	2.941992	3.009789	1.13725	0.771056	Gene
AT2G22540	73.835205	69.393982	23.9671	13.4122	Gene
AT2G22560	0.599798	0.558769	1.39587	0.884178	Gene
AT2G22570	3.530437	3.795267	2.88304	3.0203	Gene
AT2G22580	0	0	100.321	287.943	Gene
AT2G22590	0.059693	0.047726	0.400411	0.0364846	Gene
AT2G22600	0.023718	0.09263	0.105249	0.086311	Gene
AT2G22610	0.141348	0.172104	2.34481	4.15059	Gene
AT2G22620	0.33385	0.343835	0.216636	0.326691	Gene
AT2G22630	0	0.027614	0.0364756	0	Gene
AT2G22640	16.753902	16.906277	7.44743	4.51413	Gene
AT2G22650	2.651093	3.053552	0.818173	1.36484	Gene
AT2G22660	13.100136	10.440461	11.7094	6.02141	Gene
AT2G22668	0	0	3.79763	0	Gene
AT2G22670	70.982941	80.196098	61.8996	47.9553	Gene
AT2G22680	0.839103	0.62233	2.04242	1.23292	Gene
AT2G22690	3.623511	3.476334	1.70175	0.247356	Gene
AT2G22710	5.697144	9.932171	3.58754	0.551178	Transposon
AT2G22720	17.399054	17.302595	3.01542	3.12048	Gene
AT2G22730	0.662867	0.806664	0.290705	0.229047	Gene
AT2G22740	5.202933	5.216951	2.69416	2.74154	Gene
AT2G22750	0	0	0	0	Gene
AT2G22760	0	0.09044	0	0	Gene
AT2G22770	0.840771	1.379648	0.546007	0.459699	Gene
AT2G22780	26.102762	25.310764	13.3216	8.60379	Gene
AT2G22790	2.193905	2.329809	0.0328604	0	Gene
AT2G22795	16.967573	18.758734	10.5672	6.71205	Gene
AT2G22800	8.663413	7.29434	1.18569	0.705843	Gene
AT2G22802	0	0	0	0	Gene
AT2G22805	0	0	0	0	Gene
AT2G22807	0	0	0	0	Gene
AT2G22810	1.525053	0.845399	0.396317	0.239477	Gene
AT2G22820	0	0.067216	0	0	Gene
AT2G22821	0.522268	1.670452	0.101934	0	Gene
AT2G22830	0.969908	1.100774	0.503889	0.616004	Gene
AT2G22840	0.980779	1.361655	0.623838	1.31307	Gene
AT2G22850	1.590019	2.259831	1.60778	0.805737	Gene
AT2G22860	2.031477	1.839921	2.75475	0.997242	Gene
AT2G22870	8.215274	9.711128	5.02732	4.53961	Gene
AT2G22880	11.084632	7.771235	8.63794	3.03584	Gene
AT2G22890	0.04829	0.229472	0.474081	0.77755	Gene
AT2G22900	5.216039	4.712973	7.66666	6.32753	Gene
AT2G22905	0.626645	0.283392	0.313025	0.427832	Gene
AT2G22910	8.579109	8.433058	3.39224	2.99784	Gene
AT2G22920	0	0	0.257878	0.0758954	Gene
AT2G22930	0.680057	0.270954	1.38541	0.908894	Gene
AT2G22940	0	0	0	0	Gene
AT2G22941	0	0	0	0	Gene
AT2G22942	0	0	0	0	Gene
AT2G22950	0	0	0.00896727	0	Gene
AT2G22955	0	0	0	0	Gene
AT2G22960	0	0	0	0	Gene
AT2G22970	15.542595	13.423987	6.21068	4.22694	Gene
AT2G22980	9.694383	10.72188	2.16331	0.965717	Gene
AT2G22990	159.535294	193.791992	82.1515	55.1977	Gene
AT2G23000	41.021469	28.681313	22.0149	14.6148	Gene
AT2G23010	1.449711	1.310249	1.31381	2.58898	Gene
AT2G23020	0	0	0	0	Gene
AT2G23030	0	0	0.0216918	1.61876	Gene
AT2G23040	0.135344	0.148677	0.93528	0	Gene
AT2G23050	0	0	0	0.124862	Gene
AT2G23060	0	0	0.132288	0	Gene
AT2G23067	0	0	0	0	Gene
AT2G23070	39.082748	43.530537	23.4066	19.992	Gene
AT2G23080	11.093547	12.23471	6.80838	6.0297	Gene
AT2G23090	469.027252	431.874908	35.0368	18.6944	Gene
AT2G23093	1.492528	1.809473	1.63913	0.633623	Gene
AT2G23096	0	0	0.081838	0	Gene
AT2G23100	1.27002	2.108228	0.433249	0.465055	Gene
AT2G23110	0.468196	0.062181	0	0	Gene
AT2G23118	0.014945	0.29263	0	0	Gene
AT2G23120	312.736908	297.654144	188.942	108.223	Gene
AT2G23130	19.211134	56.420574	52.0121	49.2746	Gene
AT2G23140	6.123201	5.954384	5.11909	4.37929	Gene
AT2G23142	0	0	1.05106	0.201117	Gene
AT2G23148	0	0	0.302217	0	Gene
AT2G23149	0	0	0	0	Gene
AT2G23150	3.067186	3.595394	3.9566	2.14975	Gene
AT2G23160	0	0	0	0	Gene
AT2G23170	0.696332	2.192903	2.66357	4.99474	Gene
AT2G23171	0	0	0	0	Gene
AT2G23180	6.789457	5.392812	4.77307	3.58098	Gene
AT2G23190	0	0	0	0	Gene
AT2G23200	15.282573	12.826938	10.844	6.97011	Gene
AT2G23210	0	0.026419	0	0	Gene
AT2G23220	0	0	0.0758158	0	Gene
AT2G23230	0	0	0	0	Gene
AT2G23240	0	0.089367	0	0	Gene
AT2G23250	0	0	0	0	Gene
AT2G23260	0	0	0	0	Gene
AT2G23270	0.617577	0.873393	0	0	Gene
AT2G23290	4.512362	8.78873	2.10714	4.66031	Gene
AT2G23300	0.178484	0.33093	0.2287	0.0921289	Gene
AT2G23310	16.544245	18.767059	13.1063	9.05772	Gene
AT2G23320	21.531586	19.826426	5.32326	6.56718	Gene
AT2G23321	0.249666	0	0	0	Gene
AT2G23330	1.18967	1.103775	0.237871	0.284475	Transposon
AT2G23340	17.477818	14.609844	1.9989	0.721668	Gene
AT2G23347	0.532708	1.788931	0	0	Gene
AT2G23348	1.05397	0.418465	0	0	Gene
AT2G23350	51.469353	66.721092	21.3221	22.8512	Gene
AT2G23360	2.079894	1.921462	1.23104	1.59454	Gene
AT2G23370	4.852574	4.53274	2.82128	2.40923	Gene
AT2G23380	1.910884	2.395632	0.922655	0.653226	Gene
AT2G23390	39.580574	34.802044	5.42856	3.39952	Gene
AT2G23400	0	0	0	0	Gene
AT2G23410	0	0	0	0	Gene
AT2G23420	42.06192	37.956463	15.0948	9.01958	Gene
AT2G23430	40.224941	33.615688	4.36339	1.23934	Gene
AT2G23440	0	0	0	0	Gene
AT2G23450	10.704148	8.576106	2.88443	2.4582	Gene
AT2G23460	11.616237	10.424535	6.90838	4.84413	Gene
AT2G23470	3.706329	2.923687	0.719848	1.07132	Gene
AT2G23480	0.75846	1.707371	0.759118	0.3058	Transposon
AT2G23490	6.05111	11.329524	1.28956	1.48053	Transposon
AT2G23500	0.137079	2.189025	0.379278	0.136076	Transposon
AT2G23510	0	0	0	0	Gene
AT2G23520	3.918537	3.335773	2.66245	2.20112	Gene
AT2G23530	0	0.021378	0.117731	0.579277	Gene
AT2G23540	0	0	0.264573	0.0843757	Gene
AT2G23550	0	0.071012	0	0	Gene
AT2G23560	0.048853	0.411868	0.481101	1.57813	Gene
AT2G23570	0	0	0	0	Gene
AT2G23580	0	0	0.0590982	0	Gene
AT2G23590	0.704846	0.322544	0.121011	0	Gene
AT2G23600	190.289169	150.765656	23.5896	14.6112	Gene
AT2G23610	62.653839	46.563953	13.5042	8.47634	Gene
AT2G23620	0.285316	0.297134	0.249275	0.13628	Gene
AT2G23630	0	0	0	0	Gene
AT2G23640	0	0	0	0	Gene
AT2G23650	0	0	0	0	Gene
AT2G23660	0	0	0	0.148795	Gene
AT2G23670	217.704086	232.804794	1.14E-09	2.99E-10	Gene
AT2G23672	36.851746	33.017582	61.9393	43.8766	Gene
AT2G23673	1.055576	1.126315	0	0	Gene
AT2G23680	17.669155	9.148926	0.483703	0.132217	Gene
AT2G23690	2.731614	5.232263	0.847415	0.493502	Gene
AT2G23700	0.991137	0.810152	1.34578	1.86934	Gene
AT2G23710	1.885354	3.187481	0.129433	0.123833	Transposon
AT2G23720	0.520019	1.070778	0.019618	0.0125128	Transposon
AT2G23740	3.966561	4.380539	2.14756	1.63246	Gene
AT2G23755	3.90247	3.523716	1.06865	0.331595	Gene
AT2G23760	14.664308	15.438441	2.90297	2.31501	Gene
AT2G23770	2.668399	3.44888	1.41837	1.13332	Gene
AT2G23780	22.413445	19.452656	13.4752	8.68531	Gene
AT2G23790	11.542377	10.839041	3.36161	2.32053	Gene
AT2G23800	0	0	0	0	Gene
AT2G23808	0	0.096955	0	0	Gene
AT2G23810	116.398079	107.940384	28.4756	26.9958	Gene
AT2G23820	11.63104	13.233225	7.7067	11.7072	Gene
AT2G23830	0.398658	0.246256	0	0	Gene
AT2G23834	0	0	0	0	Gene
AT2G23840	47.972813	37.222504	7.00259	2.70191	Gene
AT2G23850	0	0	0	0	Gene
AT2G23860	0	0	0	0	Gene
AT2G23870	0	0	0	0	Gene
AT2G23880	0	0	0.0188178	0.216045	Transposon
AT2G23890	4.350336	4.290333	1.23155	1.03264	Gene
AT2G23900	0	0.022797	0	0	Gene
AT2G23910	0.071567	0.289395	0.748797	0.87817	Gene
AT2G23920	0	0	0	0	Gene
AT2G23930	92.864418	130.991058	77.324	91.3133	Gene
AT2G23940	14.040277	15.049517	9.10486	7.06797	Gene
AT2G23945	0.020541	0	0	0	Gene
AT2G23950	5.367269	4.982655	4.4025	2.28593	Gene
AT2G23960	0	0	0.368058	0.528202	Gene
AT2G23970	0	0.096895	0	0	Gene
AT2G23980	12.703697	12.036185	4.33405	1.81477	Gene
AT2G23985	11.083618	12.592914	3.69665	3.59115	Gene
AT2G23990	0	0	0	0	Gene
AT2G24000	0	0	0	0.194442	Gene
AT2G24010	0.195051	0.5171	0.386839	0.696666	Gene
AT2G24020	121.187904	140.620102	59.0812	62.2348	Gene
AT2G24030	0.078342	0.062358	0	0.112476	Gene
AT2G24040	9.982327	9.247573	13.5634	7.48202	Gene
AT2G24050	7.59074	9.845374	11.4987	15.5737	Gene
AT2G24060	39.15181	47.761398	21.2808	25.3005	Gene
AT2G24070	0.020671	0.079754	0.166196	0.048925	Gene
AT2G24080	0	0	0	0	Gene
AT2G24090	186.212814	266.740143	231.416	235.947	Gene
AT2G24100	13.790798	12.694687	5.26939	3.66649	Gene
AT2G24103	0	0	0	0.732258	Gene
AT2G24110	0.135301	0.036099	0.0625027	0	Gene
AT2G24120	6.023005	4.569193	3.3642	4.09647	Gene
AT2G24130	0	0	0	0	Gene
AT2G24140	0.362519	0.275806	0.293776	0.153309	Gene
AT2G24150	32.975273	33.971481	19.9205	18.0507	Gene
AT2G24160	14.117079	11.837796	0.424792	0.426735	Gene
AT2G24165	2.794654	1.52073	0	0	Gene
AT2G24170	1.230697	1.020802	3.40636	2.59823	Gene
AT2G24180	32.599934	28.5672	12.425	8.82601	Gene
AT2G24190	6.085729	4.101162	2.39276	0.505295	Gene
AT2G24200	116.176155	97.420235	108.883	69.6387	Gene
AT2G24205	0	0	0	0	Gene
AT2G24210	0.036232	0.048227	0	0	Gene
AT2G24220	3.522461	2.177573	2.09157	1.20161	Gene
AT2G24230	1.481212	1.786949	3.75412	3.37323	Gene
AT2G24240	1.2182	1.525265	0.897027	0.726185	Gene
AT2G24250	1.25581	1.161834	1.01314	0.603116	Gene
AT2G24255	0	0	0	0	Gene
AT2G24260	2.716559	2.364091	1.81612	0.727345	Gene
AT2G24270	232.051544	205.107986	252.53	170.467	Gene
AT2G24280	60.020069	48.279152	12.2087	3.91082	Gene
AT2G24285	0	0.369917	0	0	Gene
AT2G24290	12.439144	12.209443	7.25243	5.00729	Gene
AT2G24300	0.308372	0.272292	0.135581	0.207545	Gene
AT2G24310	0	0.095617	0.616841	1.02636	Gene
AT2G24320	0.065863	0.033438	0	0	Gene
AT2G24330	7.983849	7.837923	3.55514	3.7348	Gene
AT2G24340	0	0	0	0.0636145	Gene
AT2G24350	0.663906	0.804204	0.540477	0.408232	Gene
AT2G24360	40.99929	39.197834	19.0758	11.2758	Gene
AT2G24370	0	0	0.0471471	0	Gene
AT2G24380	0	0	0	0	Gene
AT2G24390	22.336273	21.62044	2.68548	2.60874	Gene
AT2G24395	23.633842	27.070675	34.0895	28.6722	Gene
AT2G24400	0	0	0	0	Gene
AT2G24410	0	0.102326	0	0	Gene
AT2G24420	62.843666	55.185238	63.9994	30.0814	Gene
AT2G24430	0	0	0	0	Gene
AT2G24440	0.819418	1.369821	2.89985	2.84206	Gene
AT2G24450	0	0	0	0	Gene
AT2G24460	0	0	0	0.113485	Gene
AT2G24470	0	0	0	1.73645	Gene
AT2G24480	0	0	0	0	Gene
AT2G24490	2.422242	2.779409	9.30126	11.219	Gene
AT2G24500	12.349712	13.113223	17.9098	19.1401	Gene
AT2G24510	0	0	0	0	Gene
AT2G24513	0.107249	0	0	0	Gene
AT2G24520	5.095469	5.453959	0.895131	1.03482	Gene
AT2G24530	1.791178	1.430598	0.690865	1.11164	Gene
AT2G24540	46.415524	29.167509	0.097519	4.09E-25	Gene
AT2G24545	5.088458	2.609346	11.7182	5.59378	Gene
AT2G24550	39.449673	41.141476	10.8903	6.21399	Gene
AT2G24560	0	0	0.057311	0.0548316	Gene
AT2G24570	8.124909	6.882064	12.6174	8.60069	Gene
AT2G24580	20.108149	16.80838	9.44162	6.36028	Gene
AT2G24590	23.824953	25.115477	20.8291	21.9789	Gene
AT2G24592	9.681322	12.53677	0	0	Gene
AT2G24600	18.698355	18.632334	1.4297	2.28906	Gene
AT2G24610	0	0.090113	0.0232409	0.0889418	Gene
AT2G24615	0	0	0	0	Gene
AT2G24617	0	0	0	0	Gene
AT2G24620	0	0	0	0	Gene
AT2G24625	0	0	0.342492	0	Gene
AT2G24630	2.444861	1.957344	1.58483	1.1858	Gene
AT2G24640	4.172234	4.113821	1.84858	2.07208	Gene
AT2G24645	0.928108	0.93655	1.67777	2.30178	Gene
AT2G24650	4.199831	4.017299	0.956172	0.449086	Gene
AT2G24660	0.022474	0.035788	0	0	Transposon
AT2G24670	0	0	4.94E-68	0	Gene
AT2G24680	0.242539	0.256629	0.0981508	0.148487	Gene
AT2G24681	0.107125	0	0	0	Gene
AT2G24683	0	0	0	0	Gene
AT2G24690	5.940598	5.618593	1.03867	0.609794	Gene
AT2G24692	0	0.074951	0	0	Gene
AT2G24693	0	0	0	0	Gene
AT2G24696	0	0	0	0	Gene
AT2G24700	0	0.040295	0.707872	1.86619	Gene
AT2G24710	0	0	0	0	Gene
AT2G24720	0	0	0	0	Gene
AT2G24730	0	0	0	0	Gene
AT2G24735	0.19776	0.047639	0	0	Gene
AT2G24740	0	0	0.0123513	0.023634	Gene
AT2G24748	0	0	0	0	Gene
AT2G24750	0.032946	0.028919	0.00376315	0.0432042	Gene
AT2G24755	7.17746	6.165923	0	0	Gene
AT2G24760	0.009242	0.051552	0.133549	0.383313	Transposon
AT2G24761	0	0	0.698363	0	Gene
AT2G24762	12.229035	8.938517	8.29521	2.48011	Gene
AT2G24765	35.948032	33.549889	22.1661	15.3289	Gene
AT2G24780	0.147102	0.038068	0	0	Gene
AT2G24790	254.946304	239.763733	113.568	69.0382	Gene
AT2G24791	0	0	0	0	Gene
AT2G24800	0	0	0	0.0619211	Gene
AT2G24810	0	0	0	0	Gene
AT2G24820	90.825623	73.344589	55.6783	40.9718	Gene
AT2G24830	6.516576	7.608906	1.66136	1.58949	Gene
AT2G24834	0	0	0	0	Gene
AT2G24840	0	0	0	0	Gene
AT2G24850	108.488594	102.353355	2.0375	1.7968	Gene
AT2G24860	58.978695	54.625145	9.92956	4.4749	Gene
AT2G24870	0.049853	0.044641	0.815714	0	Gene
AT2G24880	0	0	0	0	Gene
AT2G24890	1.295587	1.030294	0.020142	0.115623	Transposon
AT2G24900	0	0	0	0	Transposon
AT2G24910	0	0.15312	0.0956541	0.915159	Transposon
AT2G24915	3.051312	2.69934	0.662136	2.35296	Transposon
AT2G24920	0	0	0.784157	0	Transposon
AT2G24930	0.666495	0.462611	0.128639	0.0568034	Transposon
AT2G24940	0.001192	1.253688	0.00185162	0.00353496	Gene
AT2G24945	27.922319	18.332508	32.9657	16.5412	Gene
AT2G24950	0	0	0	0	Gene
AT2G24960	1.997039	2.04355	1.28612	1.05798	Gene
AT2G24970	2.085434	2.670339	2.29327	7.35305	Gene
AT2G24980	0	0	0.0690487	0	Gene
AT2G24990	5.480656	6.393869	3.35478	3.7199	Gene
AT2G25000	17.020798	7.094551	0.481252	0.581598	Gene
AT2G25010	6.898184	6.963906	3.61087	3.68294	Gene
AT2G25011	0	0	0	0	Gene
AT2G25015	0	0	0	0	Gene
AT2G25020	0	0	0	0	Gene
AT2G25025	0	0	0	0	Gene
AT2G25030	0	0	0.0160874	0	Gene
AT2G25040	0	0	0	0	Gene
AT2G25050	2.231974	2.122033	1.44223	0.638598	Gene
AT2G25052	0.068741	0.057005	2.19E-35	0	Gene
AT2G25060	1.815076	2.404746	22.1032	49.7722	Gene
AT2G25070	29.423849	25.796362	12.4745	6.60777	Gene
AT2G25080	535.590088	505.983307	141.631	56.5633	Gene
AT2G25090	0.75172	0.261186	0.0577189	0	Gene
AT2G25095	0	0	0	0	Gene
AT2G25100	5.877986	7.293554	4.45999	2.71262	Gene
AT2G25110	31.651098	35.301445	8.56184	9.17244	Gene
AT2G25120	0	0	0	0	Gene
AT2G25130	0	0.024353	0.566055	0.896385	Gene
AT2G25140	6.564737	5.329785	2.22182	1.92363	Gene
AT2G25150	0.729272	0.800614	0.0534864	0	Gene
AT2G25160	0	0	0	0	Gene
AT2G25169	0	0	0	0	Gene
AT2G25170	12.288074	13.199073	8.41665	8.77929	Gene
AT2G25171	0	0	15.8886	0	Gene
AT2G25180	7.177136	8.163635	6.57276	6.39825	Gene
AT2G25185	0	0	0	0	Gene
AT2G25190	13.66493	11.606745	3.35164	2.5936	Gene
AT2G25200	4.163015	5.690224	1.18324	1.00627	Gene
AT2G25210	65.993027	94.001724	23.3754	29.6568	Gene
AT2G25220	0.608512	0.769722	1.58833	1.95111	Gene
AT2G25230	0	0	0	0	Gene
AT2G25240	0	0.058239	0	0.0460452	Gene
AT2G25250	21.942694	32.274776	26.5122	15.1327	Gene
AT2G25255	0	0	1.09728	0	Gene
AT2G25260	0.872411	0.529203	0.288051	0.200428	Gene
AT2G25270	0.805942	1.501818	5.68511	5.65443	Gene
AT2G25280	13.440825	13.692228	8.23375	5.7096	Gene
AT2G25290	4.27503	3.617271	2.55096	2.15004	Gene
AT2G25295	0	0	0	0	Gene
AT2G25300	3.268689	2.357466	1.54542	1.05322	Gene
AT2G25305	0	0	0	0	Gene
AT2G25310	27.061497	24.612144	11.6802	7.52481	Gene
AT2G25312	0	0	0	0	Gene
AT2G25320	5.95599	5.447737	2.93113	2.50156	Gene
AT2G25330	0	0	0	0	Gene
AT2G25340	0	0	0	0	Gene
AT2G25344	0	0	0	0	Gene
AT2G25350	3.668615	3.817103	0.973433	0.79021	Gene
AT2G25355	2.870709	4.823666	2.68939	3.74838	Gene
AT2G25360	0	0	0	0	Gene
AT2G25370	0	0	0.41204	0.242593	Gene
AT2G25380	0	0	0	0	Gene
AT2G25390	0	0	0	0	Gene
AT2G25400	0	0.100682	75.241	527.896	Gene
AT2G25409	0	0	0	0	Gene
AT2G25410	0	0	0.0758367	0.145112	Gene
AT2G25420	1.702503	1.765346	1.87473	1.69286	Gene
AT2G25430	34.295467	33.777786	17.5074	10.7638	Gene
AT2G25440	3.648584	2.671845	0.042199	0.0269156	Gene
AT2G25450	268.663177	173.263214	89.2727	25.2461	Gene
AT2G25460	0.950025	1.391858	0.207307	0.274622	Gene
AT2G25470	0.377022	0.164066	0.244821	0.356029	Gene
AT2G25480	5.990291	7.78698	1.66176	1.895	Gene
AT2G25482	0	0.140673	0	0	Gene
AT2G25490	29.927523	28.963713	19.1228	13.5256	Gene
AT2G25500	0	0	0	0	Gene
AT2G25510	4935.448242	4268.167969	169.358	88.0354	Gene
AT2G25520	54.293594	50.908413	39.3627	20.5851	Gene
AT2G25530	3.757188	3.570542	2.54376	1.39431	Gene
AT2G25540	0.026766	0	0.0472044	0.0903244	Gene
AT2G25550	0.708654	0.571222	0.0951281	0.0191606	Transposon
AT2G25560	3.285305	2.381753	0.894823	1.2049	Gene
AT2G25565	0	0	0	0	Gene
AT2G25570	8.579591	8.005548	6.79568	3.65595	Gene
AT2G25580	2.676161	2.53976	1.62687	1.83837	Gene
AT2G25590	7.057003	4.604981	0.0229806	0	Gene
AT2G25600	0	0	0	0	Gene
AT2G25605	34.212952	29.273808	8.97111	5.50192	Gene
AT2G25610	45.660526	42.942856	31.6198	22.0479	Gene
AT2G25620	6.868608	5.649467	1.77102	1.00658	Gene
AT2G25625	38.967194	12.692694	6.98859	0.0909852	Gene
AT2G25630	0	0	0	0	Gene
AT2G25640	1.682712	2.479373	2.11601	2.1565	Gene
AT2G25650	7.116143	5.516758	1.64655	0.869139	Gene
AT2G25660	6.685277	6.170439	0.747996	0.752908	Gene
AT2G25670	38.276054	40.763504	24.7934	26.8705	Gene
AT2G25680	3.877645	3.643422	2.8104	1.47695	Gene
AT2G25685	0	0	0	0	Gene
AT2G25687	0	0	0	0	Gene
AT2G25690	6.24453	3.368969	5.14724	2.35437	Gene
AT2G25697	0	0	0	0	Gene
AT2G25700	0	0	0	0	Gene
AT2G25710	8.534089	8.085747	4.1488	5.30514	Gene
AT2G25720	22.489225	21.301048	8.28243	12.6199	Gene
AT2G25730	1.526566	1.659449	1.25249	0.723974	Gene
AT2G25735	11.250857	11.978211	0.716402	3.72079	Gene
AT2G25737	5.079901	4.784898	3.66879	2.48449	Gene
AT2G25740	4.812181	4.977585	1.53832	0.972175	Gene
AT2G25760	10.853175	10.759633	4.4834	4.0048	Gene
AT2G25770	0.100618	0.192092	0	0	Gene
AT2G25780	0.234098	0.428633	0	0	Gene
AT2G25790	0.785813	1.243068	2.71221	3.48216	Gene
AT2G25800	9.126469	9.699524	10.065	7.48781	Gene
AT2G25810	0.039552	0.061737	0.211663	0.253132	Gene
AT2G25820	0.994061	1.753136	1.83405	2.06436	Gene
AT2G25830	31.788479	40.197262	19.0636	16.3521	Gene
AT2G25840	17.885685	22.346024	24.8202	30.4481	Gene
AT2G25850	4.554903	5.807987	0.903891	0.960873	Gene
AT2G25870	24.173351	26.660805	11.3939	13.6227	Gene
AT2G25880	0.699932	0.339061	2.33986	6.90437	Gene
AT2G25890	0	0	0.0467658	0	Gene
AT2G25900	0.055313	32.938477	26.6378	25.0538	Gene
AT2G25910	27.338673	23.764076	10.6065	7.17942	Gene
AT2G25920	6.937381	6.763172	2.12295	1.62488	Gene
AT2G25930	1.096312	1.452673	0.415629	0.556706	Gene
AT2G25940	0.02812	0.022333	0.301615	0.033949	Gene
AT2G25950	8.357821	7.538971	11.0963	10.8065	Gene
AT2G25964	12.094487	7.607226	0.113997	0	Gene
AT2G25970	33.139454	33.10844	14.984	15.7594	Gene
AT2G25975	0	0	0	0	Transposon
AT2G25980	0	0.045174	0	0.068517	Gene
AT2G25990	0	0	0	0	Gene
AT2G26000	3.286142	3.167644	1.61361	5.04798	Gene
AT2G26010	25.447731	217.55687	1.56359	4.82027	Gene
AT2G26020	4.170753	229.972916	1.90917	25.572	Gene
AT2G26030	7.340157	6.158214	0.855717	0.201454	Gene
AT2G26040	3.238672	5.268195	1.51023	3.28385	Gene
AT2G26050	0	0	0	0	Gene
AT2G26060	11.938646	14.711266	10.4495	8.74002	Gene
AT2G26070	4.660978	4.701999	2.54126	2.05947	Gene
AT2G26080	375.301086	303.277832	220.747	165.556	Gene
AT2G26090	0	0	0	0	Gene
AT2G26100	7.164604	6.715154	5.47514	3.45463	Gene
AT2G26110	10.867052	10.921814	19.5743	14.3109	Gene
AT2G26120	0.097083	0	0.219416	0	Gene
AT2G26130	0	0.061402	0	0	Gene
AT2G26135	0	0	0	0	Gene
AT2G26140	39.29015	35.138439	18.0211	17.3958	Gene
AT2G26150	2.631043	5.935577	0.150176	0.240065	Gene
AT2G26160	0	0	0	0	Gene
AT2G26170	14.643115	9.810484	8.11877	3.81048	Gene
AT2G26180	0.473044	0.664718	1.63212	4.49864	Gene
AT2G26190	35.505669	37.716198	6.28096	6.11653	Gene
AT2G26200	1.737668	2.135932	0.873611	1.4987	Gene
AT2G26210	37.085323	28.343901	10.8788	5.91002	Gene
AT2G26211	8.840652	11.163975	0	0	Gene
AT2G26215	0.365667	0.14969	0	0	Transposon
AT2G26220	0.114717	0.11484	0.0852542	0.326264	Gene
AT2G26230	15.747769	14.483153	18.0026	11.8215	Gene
AT2G26240	32.989891	31.879934	5.71106	6.19952	Gene
AT2G26250	70.36425	76.080666	113.474	104.613	Gene
AT2G26260	5.634547	6.019315	2.30472	2.70291	Gene
AT2G26267	0.020841	0.641345	3.00443	4.31167	Gene
AT2G26270	0.234992	0.843745	0.67288	0.846097	Gene
AT2G26280	41.671421	40.337917	8.3085	6.84984	Gene
AT2G26290	0.218456	0.026726	0.413198	0.0416128	Gene
AT2G26300	17.392342	14.789737	6.40697	4.13095	Gene
AT2G26310	0.125343	0.184755	0.130359	0.798362	Gene
AT2G26320	0	0	0	1.12354	Gene
AT2G26330	10.466738	10.464237	16.1546	15.3087	Gene
AT2G26340	78.634621	73.185631	15.3214	14.7333	Gene
AT2G26350	7.229064	7.655444	1.45891	1.07369	Gene
AT2G26355	12.653845	3.36747	1.54748	0.155846	Gene
AT2G26360	1.234038	1.580615	0.347209	0.310042	Gene
AT2G26370	0	0	0	0	Gene
AT2G26380	0	0	0	0	Gene
AT2G26390	0.326961	0.212025	0.0263486	0.0504174	Gene
AT2G26400	36.837246	6.275461	0.790848	3.96332	Gene
AT2G26410	0	0	0.0847071	0.032417	Gene
AT2G26420	0	0	0	0	Gene
AT2G26430	14.144974	13.500036	6.54445	4.91704	Gene
AT2G26440	11.741939	8.616713	1.69328	2.83111	Gene
AT2G26450	0	0	0	0	Gene
AT2G26455	0.002056	0.004917	0	0	Gene
AT2G26460	7.553144	8.02662	2.1349	3.21172	Gene
AT2G26470	4.004783	2.833606	1.32733	1.25423	Gene
